source,key,version_name,binoScore,ppl,xppl
BigScience,cmv-264,original,0.9839572310447692,2.875,2.921875
Human,cmv-264,original,0.9375,2.34375,2.5
Tsinghua,cmv-264,original,0.739130437374115,1.328125,1.796875
Eleuther-AI,cmv-264,original,1.1490384340286257,3.734375,3.25
OpenAI,cmv-264,original,0.680497944355011,1.28125,1.8828125
PaLM,cmv-264,original,0.6619047522544861,1.0859375,1.640625
LLAMA,cmv-264,original,0.7537878751754761,1.5546875,2.0625
Human,cmv-265,original,0.9751552939414978,2.453125,2.515625
Eleuther-AI,cmv-265,original,1.160804033279419,3.609375,3.109375
PaLM,cmv-265,original,0.6985645890235901,1.140625,1.6328125
OpenAI,cmv-265,original,0.6572327017784119,1.6328125,2.484375
BigScience,cmv-265,original,0.9358288645744324,2.734375,2.921875
Tsinghua,cmv-265,original,0.7160493731498718,1.8125,2.53125
LLAMA,cmv-265,original,0.7451612949371338,1.8046875,2.421875
BigScience,cmv-266,original,1.0147058963775637,3.234375,3.1875
Human,cmv-266,original,0.9776536226272584,2.734375,2.796875
Tsinghua,cmv-266,original,0.7417218685150146,1.75,2.359375
LLAMA,cmv-266,original,0.7587412595748901,1.6953125,2.234375
PaLM,cmv-266,original,0.7135416865348816,1.0703125,1.5
Eleuther-AI,cmv-266,original,1.0510203838348389,3.21875,3.0625
OpenAI,cmv-266,original,0.7644927501678467,1.6484375,2.15625
BigScience,cmv-267,original,1.0804020166397097,3.359375,3.109375
LLAMA,cmv-267,original,0.7660818696022034,2.046875,2.671875
Human,cmv-267,original,1.0,2.984375,2.984375
OpenAI,cmv-267,original,0.9049773812294006,3.125,3.453125
Tsinghua,cmv-267,original,0.7666666507720947,1.6171875,2.109375
Eleuther-AI,cmv-268,original,1.2290502786636353,3.4375,2.796875
LLAMA,cmv-268,original,0.7755905389785767,1.5390625,1.984375
Human,cmv-268,original,1.0352941751480105,2.75,2.65625
BigScience,cmv-268,original,1.0582010746002195,3.125,2.953125
OpenAI,cmv-268,original,0.7413793206214905,2.015625,2.71875
Tsinghua,cmv-268,original,0.70652174949646,2.03125,2.875
PaLM,cmv-269,original,0.5841584205627441,0.921875,1.578125
OpenAI,cmv-269,original,0.6702702641487122,1.9375,2.890625
LLAMA,cmv-269,original,0.7107142806053162,1.5546875,2.1875
Tsinghua,cmv-269,original,0.7424242496490479,1.53125,2.0625
Eleuther-AI,cmv-269,original,1.1191710233688354,3.375,3.015625
BigScience,cmv-269,original,1.0578947067260742,3.140625,2.96875
Human,cmv-269,original,0.967391312122345,2.78125,2.875
Tsinghua,cmv-270,original,0.6948052048683167,1.671875,2.40625
BigScience,cmv-270,original,1.0320855379104614,3.015625,2.921875
OpenAI,cmv-270,original,0.7030075192451477,1.4609375,2.078125
Eleuther-AI,cmv-270,original,0.96276593208313,2.828125,2.9375
PaLM,cmv-270,original,0.7439613342285156,1.203125,1.6171875
Human,cmv-270,original,0.967105269432068,2.296875,2.375
LLAMA,cmv-270,original,0.7222222089767456,1.625,2.25
Eleuther-AI,cmv-271,original,1.1674641370773315,3.8125,3.265625
LLAMA,cmv-271,original,0.9568965435028076,3.46875,3.625
OpenAI,cmv-271,original,0.7637362480163574,2.171875,2.84375
Human,cmv-271,original,1.0163934230804443,2.90625,2.859375
BigScience,cmv-271,original,1.123809576034546,3.6875,3.28125
Tsinghua,cmv-271,original,0.7816455960273743,1.9296875,2.46875
PaLM,cmv-272,original,0.7397260069847107,1.265625,1.7109375
OpenAI,cmv-272,original,0.8387096524238586,2.03125,2.421875
Eleuther-AI,cmv-272,original,1.0507246255874634,4.53125,4.3125
Tsinghua,cmv-272,original,0.6962962746620178,1.46875,2.109375
BigScience,cmv-272,original,0.9884393215179444,2.671875,2.703125
Human,cmv-272,original,0.9886363744735718,2.71875,2.75
LLAMA,cmv-272,original,0.745398759841919,1.8984375,2.546875
OpenAI,cmv-273,original,0.7246376872062683,1.5625,2.15625
LLAMA,cmv-273,original,0.7424242496490479,1.53125,2.0625
Tsinghua,cmv-273,original,0.6536312699317932,0.9140625,1.3984375
BigScience,cmv-273,original,1.0892857313156128,2.859375,2.625
Eleuther-AI,cmv-273,original,1.1336634159088137,3.578125,3.15625
Human,cmv-273,original,1.0602409839630127,2.75,2.59375
PaLM,cmv-274,original,0.7004608511924744,1.1875,1.6953125
OpenAI,cmv-274,original,0.7171052694320679,1.703125,2.375
Tsinghua,cmv-274,original,0.7414966225624084,1.703125,2.296875
LLAMA,cmv-274,original,0.7148148417472839,1.5078125,2.109375
Human,cmv-274,original,1.0099502801895142,3.171875,3.140625
BigScience,cmv-274,original,0.9896907210350036,3.0,3.03125
BigScience,cmv-275,original,0.994318187236786,2.734375,2.75
PaLM,cmv-275,original,0.7547169923782349,1.25,1.65625
OpenAI,cmv-275,original,0.8176470398902893,2.171875,2.65625
Human,cmv-275,original,0.9627329111099244,2.421875,2.515625
LLAMA,cmv-275,original,0.7721518874168396,1.90625,2.46875
Tsinghua,cmv-275,original,0.6707317233085632,1.2890625,1.921875
Eleuther-AI,cmv-275,original,1.099502444267273,3.453125,3.140625
LLAMA,cmv-276,original,0.7782608866691589,1.3984375,1.796875
OpenAI,cmv-276,original,0.6344085931777954,1.84375,2.90625
Human,cmv-276,original,0.9883720874786376,2.65625,2.6875
Eleuther-AI,cmv-276,original,1.1734694242477417,3.59375,3.0625
BigScience,cmv-276,original,1.030612230300903,3.15625,3.0625
Tsinghua,cmv-276,original,0.7290322780609131,1.765625,2.421875
OpenAI,cmv-277,original,0.7699999809265137,1.8046875,2.34375
BigScience,cmv-277,original,1.0,2.828125,2.828125
LLAMA,cmv-277,original,0.7303030490875244,1.8828125,2.578125
Human,cmv-277,original,1.0395480394363403,2.875,2.765625
Tsinghua,cmv-277,original,0.7651821970939636,1.4765625,1.9296875
Eleuther-AI,cmv-278,original,1.128078818321228,3.578125,3.171875
PaLM,cmv-278,original,0.7132353186607361,1.515625,2.125
OpenAI,cmv-278,original,0.7821229100227356,2.1875,2.796875
LLAMA,cmv-278,original,0.8060606122016907,2.078125,2.578125
BigScience,cmv-278,original,1.0641710758209229,3.109375,2.921875
Human,cmv-278,original,1.0109890699386597,2.875,2.84375
Tsinghua,cmv-278,original,0.7319999933242798,1.4296875,1.953125
Tsinghua,cmv-279,original,0.7050691246986389,1.1953125,1.6953125
Eleuther-AI,cmv-279,original,1.09375,4.375,4.0
LLAMA,cmv-279,original,0.9702970385551452,3.0625,3.15625
OpenAI,cmv-279,original,0.6271186470985413,1.734375,2.765625
Human,cmv-279,original,1.018518567085266,2.578125,2.53125
PaLM,cmv-279,original,0.698630154132843,1.59375,2.28125
BigScience,cmv-279,original,0.9305555820465088,3.140625,3.375
PaLM,cmv-280,original,0.6944444179534912,1.953125,2.8125
OpenAI,cmv-280,original,0.6842105388641357,2.03125,2.96875
Human,cmv-280,original,0.949438214302063,2.640625,2.78125
Tsinghua,cmv-280,original,0.6675823926925659,0.94921875,1.421875
LLAMA,cmv-280,original,0.7398374080657959,1.421875,1.921875
BigScience,cmv-280,original,1.0358974933624268,3.15625,3.046875
Eleuther-AI,cmv-280,original,0.9558011293411256,2.703125,2.828125
BigScience,cmv-281,original,1.0693641901016235,2.890625,2.703125
Tsinghua,cmv-281,original,0.8531073331832886,2.359375,2.765625
PaLM,cmv-281,original,0.6813725233078003,1.0859375,1.59375
Eleuther-AI,cmv-281,original,1.1627906560897827,3.90625,3.359375
Human,cmv-281,original,0.9155844449996948,2.203125,2.40625
OpenAI,cmv-281,original,0.6564626097679138,1.5078125,2.296875
LLAMA,cmv-281,original,0.7835820913314819,1.640625,2.09375
OpenAI,cmv-282,original,0.6820809245109558,1.84375,2.703125
Human,cmv-282,original,1.0279330015182495,2.875,2.796875
PaLM,cmv-282,original,0.717277467250824,1.0703125,1.4921875
Tsinghua,cmv-282,original,0.6758620738983154,0.765625,1.1328125
LLAMA,cmv-282,original,0.8255813717842102,2.21875,2.6875
BigScience,cmv-282,original,1.0,2.90625,2.90625
LLAMA,cmv-283,original,0.755033552646637,1.7578125,2.328125
Human,cmv-283,original,1.0421686172485352,2.703125,2.59375
OpenAI,cmv-283,original,0.6267942786216736,2.046875,3.265625
Eleuther-AI,cmv-283,original,1.1167513132095337,3.4375,3.078125
BigScience,cmv-283,original,1.0714285373687744,3.046875,2.84375
Tsinghua,cmv-283,original,0.7463768124580383,1.609375,2.15625
BigScience,cmv-284,original,1.0495049953460691,3.3125,3.15625
PaLM,cmv-284,original,0.6305969953536987,1.3203125,2.09375
Eleuther-AI,cmv-284,original,1.2592592239379885,4.25,3.375
LLAMA,cmv-284,original,0.7861841917037964,1.8671875,2.375
Tsinghua,cmv-284,original,0.9700000286102296,3.03125,3.125
OpenAI,cmv-284,original,0.7156862616539001,1.7109375,2.390625
Human,cmv-284,original,1.0059880018234253,2.625,2.609375
Human,cmv-285,original,1.0054054260253906,2.90625,2.890625
Tsinghua,cmv-285,original,0.7117117047309875,1.234375,1.734375
BigScience,cmv-285,original,1.0543478727340698,3.03125,2.875
OpenAI,cmv-285,original,0.7790697813034058,2.09375,2.6875
LLAMA,cmv-285,original,0.8385093212127686,2.109375,2.515625
Eleuther-AI,cmv-286,original,1.1682243347167969,3.90625,3.34375
BigScience,cmv-286,original,0.9631578922271729,2.859375,2.96875
Tsinghua,cmv-286,original,0.7452229261398315,1.828125,2.453125
LLAMA,cmv-286,original,0.7852112650871277,1.7421875,2.21875
OpenAI,cmv-286,original,0.818791925907135,1.90625,2.328125
Human,cmv-286,original,1.038673996925354,2.9375,2.828125
Human,cmv-287,original,0.9554139971733092,2.34375,2.453125
PaLM,cmv-287,original,0.6959064602851868,0.9296875,1.3359375
BigScience,cmv-287,original,1.0060606002807615,2.59375,2.578125
Eleuther-AI,cmv-287,original,1.1458333730697632,3.4375,3.0
OpenAI,cmv-287,original,0.7333333492279053,1.2890625,1.7578125
Tsinghua,cmv-287,original,0.7341772317886353,1.359375,1.8515625
LLAMA,cmv-287,original,0.7286821603775024,1.46875,2.015625
OpenAI,cmv-288,original,0.8342857360839844,2.28125,2.734375
Human,cmv-288,original,1.0549451112747192,3.0,2.84375
LLAMA,cmv-288,original,0.8149350881576538,1.9609375,2.40625
BigScience,cmv-288,original,1.0604395866394043,3.015625,2.84375
Eleuther-AI,cmv-288,original,1.2746113538742063,3.84375,3.015625
Tsinghua,cmv-288,original,0.7409090995788574,1.2734375,1.71875
LLAMA,cmv-289,original,0.7294520735740662,1.6640625,2.28125
OpenAI,cmv-289,original,0.675000011920929,1.4765625,2.1875
Tsinghua,cmv-289,original,0.7410714030265808,0.97265625,1.3125
Human,cmv-289,original,1.013157844543457,2.40625,2.375
Eleuther-AI,cmv-289,original,1.1428571939468384,4.125,3.609375
BigScience,cmv-289,original,1.037037014961243,3.5,3.375
PaLM,cmv-289,original,0.6806282997131348,1.015625,1.4921875
BigScience,cmv-290,original,1.034313678741455,3.296875,3.1875
Human,cmv-290,original,1.0208333730697632,3.0625,3.0
Tsinghua,cmv-290,original,0.7358490824699402,1.828125,2.484375
OpenAI,cmv-290,original,0.7425742745399475,2.34375,3.15625
LLAMA,cmv-290,original,0.746666669845581,1.75,2.34375
PaLM,cmv-290,original,0.7336065769195557,1.3984375,1.90625
Eleuther-AI,cmv-290,original,1.1697248220443726,3.984375,3.40625
Eleuther-AI,cmv-291,original,1.136585354804993,3.640625,3.203125
LLAMA,cmv-291,original,0.7549669146537781,1.78125,2.359375
Human,cmv-291,original,0.9575757384300232,2.46875,2.578125
PaLM,cmv-291,original,0.7480915784835815,1.53125,2.046875
BigScience,cmv-291,original,1.089887619018555,3.03125,2.78125
OpenAI,cmv-291,original,0.6772727370262146,2.328125,3.4375
Tsinghua,cmv-291,original,0.7423076629638672,1.5078125,2.03125
OpenAI,cmv-292,original,0.7231638431549072,2.0,2.765625
Eleuther-AI,cmv-292,original,1.1724138259887695,3.71875,3.171875
LLAMA,cmv-292,original,0.7628205418586731,1.859375,2.4375
BigScience,cmv-292,original,1.0,3.046875,3.046875
PaLM,cmv-292,original,0.7576923370361328,1.5390625,2.03125
Tsinghua,cmv-292,original,0.8164557218551636,2.015625,2.46875
Human,cmv-292,original,0.96875,2.90625,3.0
OpenAI,cmv-293,original,0.8627451062202454,2.75,3.1875
Tsinghua,cmv-293,original,0.7696969509124756,1.984375,2.578125
Eleuther-AI,cmv-293,original,0.9656862616539,3.078125,3.1875
LLAMA,cmv-293,original,0.7612903118133545,1.84375,2.421875
Human,cmv-293,original,1.0054054260253906,2.90625,2.890625
PaLM,cmv-293,original,0.6972476840019226,1.1875,1.703125
OpenAI,cmv-294,original,0.4797297418117523,1.6640625,3.46875
Eleuther-AI,cmv-294,original,1.2777777910232544,3.59375,2.8125
LLAMA,cmv-294,original,0.7480915784835815,1.53125,2.046875
BigScience,cmv-294,original,0.9677419066429138,2.8125,2.90625
Tsinghua,cmv-294,original,0.6895424723625183,1.6484375,2.390625
Human,cmv-294,original,1.0119047164916992,2.65625,2.625
Eleuther-AI,cmv-295,original,1.0660377740859983,3.53125,3.3125
OpenAI,cmv-295,original,0.6271676421165466,1.6953125,2.703125
LLAMA,cmv-295,original,0.7537878751754761,1.5546875,2.0625
Tsinghua,cmv-295,original,0.701438844203949,0.76171875,1.0859375
BigScience,cmv-295,original,1.1257143020629885,3.078125,2.734375
PaLM,cmv-295,original,0.6200980544090271,0.98828125,1.59375
Human,cmv-295,original,0.9490445852279664,2.328125,2.453125
Human,cmv-296,original,0.9441340565681458,2.640625,2.796875
Tsinghua,cmv-296,original,0.8531073331832886,2.359375,2.765625
LLAMA,cmv-296,original,0.8730158805847168,1.71875,1.96875
OpenAI,cmv-296,original,0.6889534592628479,1.8515625,2.6875
BigScience,cmv-296,original,1.0444444417953491,2.9375,2.8125
LLAMA,cmv-297,original,0.7554348111152649,2.171875,2.875
Tsinghua,cmv-297,original,0.7228571176528931,1.9765625,2.734375
Human,cmv-297,original,0.9707602262496948,2.59375,2.671875
PaLM,cmv-297,original,0.677142858505249,1.8515625,2.734375
Eleuther-AI,cmv-297,original,1.0445544719696045,3.296875,3.15625
BigScience,cmv-297,original,1.078703761100769,3.640625,3.375
OpenAI,cmv-297,original,0.7467105388641357,1.7734375,2.375
Eleuther-AI,cmv-298,original,1.081339716911316,3.53125,3.265625
OpenAI,cmv-298,original,0.7105262875556946,2.109375,2.96875
BigScience,cmv-298,original,1.0338983535766602,2.859375,2.765625
Tsinghua,cmv-298,original,0.7440758347511292,1.2265625,1.6484375
Human,cmv-298,original,0.956250011920929,2.390625,2.5
LLAMA,cmv-298,original,0.7573529481887817,1.609375,2.125
OpenAI,cmv-299,original,0.6027777791023254,1.6953125,2.8125
PaLM,cmv-299,original,0.6637930870056152,0.90234375,1.359375
LLAMA,cmv-299,original,0.7366412281990051,1.5078125,2.046875
BigScience,cmv-299,original,1.090395450592041,3.015625,2.765625
Human,cmv-299,original,1.0,2.59375,2.59375
Tsinghua,cmv-299,original,0.6950549483299255,0.98828125,1.421875
LLAMA,cmv-300,original,0.75,1.734375,2.3125
Human,cmv-300,original,1.0,2.6875,2.6875
Tsinghua,cmv-300,original,0.7558139562606812,1.5234375,2.015625
PaLM,cmv-300,original,0.807881772518158,1.28125,1.5859375
OpenAI,cmv-300,original,0.6789772510528564,1.8671875,2.75
BigScience,cmv-300,original,1.049723744392395,2.96875,2.828125
OpenAI,cmv-301,original,0.7921348214149475,2.203125,2.78125
Tsinghua,cmv-301,original,0.7405063509941101,1.828125,2.46875
LLAMA,cmv-301,original,0.681034505367279,0.92578125,1.359375
Human,cmv-301,original,0.9764705896377563,2.59375,2.65625
BigScience,cmv-301,original,1.0315788984298706,3.0625,2.96875
Human,cmv-302,original,0.9397590160369872,2.4375,2.59375
OpenAI,cmv-302,original,0.75,2.109375,2.8125
BigScience,cmv-302,original,0.7783783674240112,2.25,2.890625
PaLM,cmv-302,original,0.6850000023841858,1.0703125,1.5625
LLAMA,cmv-302,original,0.7480915784835815,1.53125,2.046875
Tsinghua,cmv-302,original,0.716312050819397,1.578125,2.203125
Tsinghua,cmv-303,original,0.7200000286102295,1.6875,2.34375
BigScience,cmv-303,original,1.0495049953460691,3.3125,3.15625
LLAMA,cmv-303,original,0.7713414430618286,1.9765625,2.5625
PaLM,cmv-303,original,0.6987951993942261,1.359375,1.9453125
Human,cmv-303,original,1.0199004411697388,3.203125,3.140625
OpenAI,cmv-303,original,0.623481810092926,2.40625,3.859375
Human,cmv-304,original,1.0153846740722656,3.09375,3.046875
Eleuther-AI,cmv-304,original,1.1534883975982666,3.875,3.359375
LLAMA,cmv-304,original,0.7634730339050293,1.9921875,2.609375
Tsinghua,cmv-304,original,0.7659574747085571,2.25,2.9375
OpenAI,cmv-304,original,0.8379888534545898,2.34375,2.796875
BigScience,cmv-304,original,1.0,3.25,3.25
BigScience,cmv-305,original,1.080645203590393,3.140625,2.90625
LLAMA,cmv-305,original,0.7560975551605225,1.9375,2.5625
Human,cmv-305,original,1.0058139562606812,2.703125,2.6875
OpenAI,cmv-305,original,0.6190476417541504,1.625,2.625
Tsinghua,cmv-305,original,0.7398648858070374,1.7109375,2.3125
Eleuther-AI,cmv-305,original,1.1970443725585938,3.796875,3.171875
PaLM,cmv-305,original,0.6277056336402893,1.1328125,1.8046875
OpenAI,cmv-306,original,0.717391312122345,2.0625,2.875
Tsinghua,cmv-306,original,0.7524752616882324,1.1875,1.578125
BigScience,cmv-306,original,1.082872986793518,3.0625,2.828125
LLAMA,cmv-306,original,0.7260273694992065,1.2421875,1.7109375
Human,cmv-306,original,0.9936708807945251,2.453125,2.46875
PaLM,cmv-306,original,0.7323943376541138,1.21875,1.6640625
BigScience,cmv-307,original,0.9739583134651184,2.921875,3.0
Tsinghua,cmv-307,original,0.75,1.7578125,2.34375
PaLM,cmv-307,original,0.6916666626930237,1.296875,1.875
LLAMA,cmv-307,original,0.770588219165802,2.046875,2.65625
Human,cmv-307,original,0.9884393215179444,2.671875,2.703125
OpenAI,cmv-307,original,0.7405405640602112,2.140625,2.890625
Eleuther-AI,cmv-307,original,0.9656862616539,3.078125,3.1875
Human,cmv-308,original,1.0164835453033447,2.890625,2.84375
OpenAI,cmv-308,original,0.8079096078872681,2.234375,2.765625
LLAMA,cmv-308,original,0.8133333325386047,1.4296875,1.7578125
BigScience,cmv-308,original,1.020942449569702,3.046875,2.984375
PaLM,cmv-308,original,0.7111111283302307,1.5,2.109375
LLAMA,cmv-309,original,0.7118055820465088,1.6015625,2.25
OpenAI,cmv-309,original,0.9285714030265808,2.4375,2.625
BigScience,cmv-309,original,1.0963855981826782,2.84375,2.59375
PaLM,cmv-309,original,0.6796116232872009,1.09375,1.609375
Human,cmv-309,original,0.9644970297813416,2.546875,2.640625
Eleuther-AI,cmv-309,original,1.1727272272109983,4.03125,3.4375
Tsinghua,cmv-309,original,0.7371428608894348,2.015625,2.734375
Human,cmv-310,original,0.907608687877655,2.609375,2.875
Tsinghua,cmv-310,original,0.7354651093482971,1.9765625,2.6875
LLAMA,cmv-310,original,0.7597765326499939,2.125,2.796875
Eleuther-AI,cmv-310,original,1.2017543315887451,4.28125,3.5625
PaLM,cmv-310,original,0.7117903828620911,1.2734375,1.7890625
BigScience,cmv-310,original,1.0054054260253906,2.90625,2.890625
OpenAI,cmv-310,original,0.7584540843963623,2.453125,3.234375
Human,cmv-311,original,0.9679144620895386,2.828125,2.921875
OpenAI,cmv-311,original,0.75,2.15625,2.875
Tsinghua,cmv-311,original,0.7435897588729858,1.8125,2.4375
BigScience,cmv-311,original,1.0301507711410522,3.203125,3.109375
Eleuther-AI,cmv-311,original,1.2774869203567505,3.8125,2.984375
LLAMA,cmv-311,original,0.7662337422370911,1.84375,2.40625
OpenAI,cmv-312,original,0.7842105031013489,2.328125,2.96875
PaLM,cmv-312,original,0.6824034452438354,1.2421875,1.8203125
BigScience,cmv-312,original,1.0634920597076416,3.140625,2.953125
Human,cmv-312,original,1.0059880018234253,2.625,2.609375
Eleuther-AI,cmv-312,original,1.1237623691558838,3.546875,3.15625
LLAMA,cmv-312,original,0.7860082387924194,1.4921875,1.8984375
Eleuther-AI,cmv-313,original,1.2085561752319336,3.53125,2.921875
OpenAI,cmv-313,original,0.6834319233894348,1.8046875,2.640625
PaLM,cmv-313,original,0.6528925895690918,1.234375,1.890625
LLAMA,cmv-313,original,0.7906976938247681,2.125,2.6875
Human,cmv-313,original,0.9693251252174376,2.46875,2.546875
BigScience,cmv-313,original,1.0158730745315552,3.0,2.953125
Tsinghua,cmv-313,original,0.7429718971252441,1.4453125,1.9453125
Eleuther-AI,cmv-314,original,1.1506849527359009,3.9375,3.421875
Human,cmv-314,original,1.018518567085266,2.578125,2.53125
LLAMA,cmv-314,original,0.7384105920791626,1.7421875,2.359375
OpenAI,cmv-314,original,0.644385039806366,1.8828125,2.921875
Tsinghua,cmv-314,original,0.7264705896377563,1.9296875,2.65625
BigScience,cmv-315,original,1.0449438095092771,2.90625,2.78125
Human,cmv-315,original,0.9753086566925048,2.46875,2.53125
Eleuther-AI,cmv-315,original,1.1699999570846558,3.65625,3.125
LLAMA,cmv-315,original,0.708053708076477,1.6484375,2.328125
OpenAI,cmv-315,original,0.7241379022598267,1.640625,2.265625
Tsinghua,cmv-315,original,0.7720588445663452,1.640625,2.125
Eleuther-AI,cmv-316,original,1.1759259700775146,3.96875,3.375
BigScience,cmv-316,original,1.0149253606796265,3.1875,3.140625
LLAMA,cmv-316,original,0.7802197933197021,2.21875,2.84375
Human,cmv-316,original,1.045871615409851,3.5625,3.40625
Tsinghua,cmv-316,original,0.7400881052017212,1.3125,1.7734375
OpenAI,cmv-316,original,0.7631579041481018,2.265625,2.96875
PaLM,cmv-316,original,0.9631336331367492,3.265625,3.390625
Human,cmv-317,original,0.9638554453849792,2.5,2.59375
LLAMA,cmv-317,original,0.7549019455909729,1.8046875,2.390625
Tsinghua,cmv-317,original,0.6949999928474426,1.0859375,1.5625
BigScience,cmv-317,original,0.9532163739204408,2.546875,2.671875
OpenAI,cmv-317,original,0.7916666865348816,2.375,3.0
Eleuther-AI,cmv-317,original,1.0518134832382202,3.171875,3.015625
Human,cmv-318,original,1.0174418687820437,2.734375,2.6875
PaLM,cmv-318,original,0.7053942084312439,1.328125,1.8828125
LLAMA,cmv-318,original,0.746835470199585,1.84375,2.46875
Tsinghua,cmv-318,original,0.656593382358551,0.46679688,0.7109375
OpenAI,cmv-318,original,0.6008771657943726,2.140625,3.5625
BigScience,cmv-318,original,1.0,3.03125,3.03125
Eleuther-AI,cmv-318,original,1.1822429895401,3.953125,3.34375
LLAMA,cmv-319,original,0.760606050491333,1.9609375,2.578125
OpenAI,cmv-319,original,0.804347813129425,2.3125,2.875
Human,cmv-319,original,1.0051813125610352,3.03125,3.015625
Tsinghua,cmv-319,original,0.8666666746139526,2.4375,2.8125
Eleuther-AI,cmv-319,original,1.237113356590271,3.75,3.03125
PaLM,cmv-319,original,0.6981981992721558,1.2109375,1.734375
PaLM,cmv-320,original,0.6305732727050781,1.546875,2.453125
OpenAI,cmv-320,original,0.7288135886192322,2.015625,2.765625
Human,cmv-320,original,0.9532163739204408,2.546875,2.671875
LLAMA,cmv-320,original,0.801948070526123,1.9296875,2.40625
Tsinghua,cmv-320,original,0.7676348686218262,1.4453125,1.8828125
Eleuther-AI,cmv-320,original,1.300546407699585,3.71875,2.859375
BigScience,cmv-320,original,1.010695219039917,2.953125,2.921875
BigScience,cmv-321,original,0.9726775884628296,2.78125,2.859375
Tsinghua,cmv-321,original,0.7392857074737549,1.6171875,2.1875
LLAMA,cmv-321,original,0.7804877758026123,2.0,2.5625
Human,cmv-321,original,0.9675675630569458,2.796875,2.890625
Eleuther-AI,cmv-321,original,1.1092896461486816,3.171875,2.859375
PaLM,cmv-321,original,0.6770833134651184,1.5234375,2.25
OpenAI,cmv-321,original,0.6987179517745972,1.703125,2.4375
Eleuther-AI,cmv-322,original,1.179190754890442,3.1875,2.703125
Human,cmv-322,original,0.9878787994384766,2.546875,2.578125
PaLM,cmv-322,original,0.6834862232208252,1.1640625,1.703125
OpenAI,cmv-322,original,0.6707317233085632,1.71875,2.5625
LLAMA,cmv-322,original,0.7821428775787354,1.7109375,2.1875
BigScience,cmv-322,original,1.0,2.71875,2.71875
Tsinghua,cmv-322,original,0.6666666865348816,1.125,1.6875
OpenAI,cmv-323,original,0.6368159055709839,2.0,3.140625
Tsinghua,cmv-323,original,0.7061068415641785,1.4453125,2.046875
BigScience,cmv-323,original,0.8494623899459839,2.46875,2.90625
Eleuther-AI,cmv-323,original,1.137566089630127,3.359375,2.953125
LLAMA,cmv-323,original,0.7730496525764465,1.703125,2.203125
PaLM,cmv-323,original,0.6680498123168945,1.2578125,1.8828125
Human,cmv-323,original,0.9576719403266908,2.828125,2.953125
Eleuther-AI,cmv-324,original,1.0928962230682373,3.125,2.859375
PaLM,cmv-324,original,0.7044335007667542,1.1171875,1.5859375
Tsinghua,cmv-324,original,0.77173912525177,2.21875,2.875
OpenAI,cmv-324,original,0.6756756901741028,1.953125,2.890625
Human,cmv-324,original,1.029940128326416,2.6875,2.609375
BigScience,cmv-324,original,1.0960452556610107,3.03125,2.765625
LLAMA,cmv-324,original,0.758169949054718,1.8125,2.390625
Eleuther-AI,cmv-325,original,1.1028571128845217,3.015625,2.734375
